full_text,sentimen
"aniwai soban-sobat land people..
ruu kuhap dah disahkan ..

beware, gusy
youtu.be/fcjw1qb-mw0?si
… lagi scroll bentaran tau"" dapat info ini?????

fuck you, komdigi
x.com/farh63n/status
…",negatif
"rkuhap 2025 beri polisi hak undercover buying & counter delivery sejak penyelidikan, tanpa batas jenis perkara. warga bisa “diciptakan” jadi tersangka akibat celah ini. #rkuhap2025 #kriminalisasi #hukum #beritaterkini #diskusiberita",negatif
badan eksekutif mahasiswa (bem) universitas diponegoro (undip) mengajukan somasi kepada dpr ri setelah nama lembaganya disebut dalam pembahasan rancangan undang-undang kitab undang-undang hukum acara pidana (ruu kuhap).,neutral
"dpr sahkan revisi kuhap: aturan baru perkuat hak warga dan cegah penyalahgunaan wewenang

#ruukuhap #kuhapbaru #dprri #paripurnadpr #komisiiii #uuhukumacarapidana #revisikuhap #hukumpidana #reformasihukum #puanmaharani #habiburokhman #penegakanhukum #hakwarganegara #advokat",neutral
mereka yg bikin ruu kuhap pada ngasal ya ngga di cek dulu ..seenak udel nya aja,negatif
"bayangin aja warga x di tangkap gara2 lu ngalter dan berita di besar2kan media sebagai pengalihan isu kasus korupsi dan skandal pemerintahan gara2 ruu kuhap sudah sah
kan anjing",negatif
"selain penyadapan, uu kuhap baru juga memperketat penggeledahan dan penyitaan. dua tindakan ini wajib mendapatkan izin pengadilan, sebagaimana tercantum dalam pasal 113 dan pasal 119.",positif
"komisi iii dpr menanggapi anggapan bahwa semua orang berpotensi disadap lewat uu kuhap baru. ketua komisi iii, habiburokhman, menegaskan penyadapan tetap memiliki mekanisme ketat sebagaimana diatur dalam pasal 136.",neutral
selengkapnya baca di sini:,neutral
"bem undip memberi peringatan, bila dalam tiga hari tidak ada respons resmi, kasus ini akan dieskalasi ke publik secara lebih luas. polemik ini ikut mencuatkan kembali isu transparansi dan akuntabilitas dpr dalam penyusunan rkuhap.",neutral
bem undip menilai pencantuman sejumlah lembaga dalam unggahan dpr terkesan hanya formalitas untuk menunjukkan adanya partisipasi publik. mereka mempertanyakan apakah proses penyusunan rkuhap benar-benar melibatkan masyarakat.,neutral
"bem universitas diponegoro (undip) mengirim somasi kepada dpr ri setelah nama mereka dicatut dalam unggahan instagram 
@dpr_ri
 sebagai pihak yang disebut ikut menyempurnakan rkuhap. bem undip menegaskan tidak pernah terlibat dalam proses tersebut.",neutral
jaga kesehatan dan keselamatan ya adik2 dan teman2 yg demo rkuhap,neutral
"kekhawatiran utama terhadap kuhap baru yang baru disahkan dpr kemarin meliputi perluasan wewenang polisi dalam penggeledahan, penyitaan, dan penyadapan yang memerlukan izin pengadilan tapi dikhawatirkan rentan disalahgunakan tanpa pengawasan ketat. kritikus seperti icjr menyoroti",neutral
"profesor andi asrun: ruu kuhap kunci implementasi kuhp nasional, sistem peradilan pidana lebih adil dan transparan

#andiasrun #ruu #kuhap #nasional #pidana",positif
well this is awkward. setelah kerangka manusia dr teman2 demonstran ditemuin di kwitang dan ruu kuhap diketok palu…im so sorry laut indonesia is deteriorating n presidennya penjahat ham.,negatif
bedah kuhap baru ini bikin pusing aja ajg,negatif
"pertanyaan besarnya:
siapa warga yang diwakili anggota dpr dalam mengesahkan ruu kuhap menjadi uu?",negatif
"dpr ri sahkan rkuhap jadi uu, berlaku mulai 2 januari 2026",neutral
"bem undip somasi dpr gegara merasa dicatut dalam pembahasan ruu kuhap
detik.com/jateng/berita/
….",neutral
"catatan kritis kuhap (baru) yang melahirkan polisi tanpa rem hukum, mengapa berbahaya bagi sipil?  #terbaru",negatif
"ruu kuhp semakin memperkuat pengamanan penguasa , bukannya yg di utamakan perampasan asset koruptor .. maklum penguasa markas koruptor maka uu di gunakan untuk melindungi perampok. gunakan aparat 
tempo.co/hukum/pasal-pa
…
facebook.com/share/v/17brbj
…",negatif
"awas hoax 

ketua dpr 
@puanmaharani_ri
 berharap publik yang masih menolak proses legislasi kitab undang-undang hukum acara pidana (kuhap) tidak termakan hoaks atas substansi beleid yang baru disahkan.

sebagai informasi, selama pembahasan, panitia kerja ruu kuhap menyepakati 14",neutral
"ketua komisi iii dpr ri habiburokhman menyatakan 99,9 persen kitab undang-undang hukum acara pidana (kuhap) yang baru menampung aspirasi masyarakat sipil. revisi kuhap telah disahkan oleh dpr ri menjadi undang-undang.",neutral
rkuhp ngawang tbtb rkuhap. wkwkwk you guys really see this as a jokes atp,negatif
"jika ruu kuhap disahkan, maka semua orang berpotensi menjadi korban. semua bisa diamankan, ditangkap, dan ditahan tanpa kejelasan. semua bisa digeledah, disita, disadap, dan diblokir hanya berdasarkan subjektivitas aparat.
semua bisa diperas, bisa dikuasai polisi, bisa direkayasa",negatif
"kaya pasal 5 ayat 2 ruu kuhap sama aja kaya pasal 5 ayat (1) huruf b kuhap lama, in both kuhap penyelidik bisa melakukan penangkapan dsb, bedanya sekarang bisa melakukan identifikasi sama ngambil data forensik…. well yeah thats even scarier sih",negatif
"sebenernya beberapa pasal ruu kuhap baru yg problematic itu sama aja kaya kuhap lama alias ga diubah, but yeah thats the problem sih kenapa ngga diubah",negatif
"upsss? siapa tuxxhh hati hati zie, rkuhap udh disahkan",negatif
"ketua komisi iii dpr ri habiburokhman menegaskan bahwa kitab undang-undang hukum acara pidana (kuhap) yang baru itu mengatur agar syarat penangkapan, penahanan, hingga penggeledahan diperketat.",neutral
test ombak biar ruu kuhap tidak dibicarakan.,neutral
isu penyadapan liar jelas menyesatkan karena faktanya penyadapan justru tidak diatur di ruu kuhap dan nanti wajib lewat uu khusus dengan izin hakim jadi jelas ini hoax tentang kuhap dan mari tegas untuk lawan disinformasi dan hoax biar publik tidak dibohongi.,positif
"@amnesty
 @dpr_ri
 
batalkan rkuhap, 
atau rakyat kali ini akan bakar rumah lo 1-1 dan seret semua pejabatnya sampe busuk!!!
#batalkanrkuhap
#fuckyoudpr
#fuckyoubajingan
#negriparajahanam",negatif
polisi  hampir semua makmur berlebihan. ibarat sawah ladang banyak dan selalu bisa dihasilkan. mau ngomong banyak takut revisi kuhap,negatif
"knpsi buru buru sah in ruu kuhap benerin dulu itu sistem pendidikan indonesia benerin dulu lapangan kerja yang katanya banyak itu, benerin dulu sistem magang kemnaker tugas lu masih banyak yg bobrok anjing dzolim bgt jd manusia heran",negatif
"tapi gak bisa dikritik, soalnya revisi kuhap udah berlaku 
mengkritik = dipenjara",negatif
itusii yg ruu kuhap :(,neutral
komisi iii dpr ri segera berlanjut ke pembahasan ruu penyesuaian pidana setelah ruu kuhap telah disetujui untuk menjadi undang-undang.,neutral
"ruu kuhap disahkan, pakar ingatkan potensi korupsi dalam restorative justice",neutral
"ruu kuhap dah sah, waktunya delete akun.",negatif
ruu kuhap babi,negatif
"dpr resmi mengesahkan revisi kuhap menjadi undang-undang dalam rapat paripurna di senayan pada selasa (18 november). regulasi baru ini akan mulai berlaku pada 2 januari 2026, bersamaan dengan berlakunya kuhp. 

#im_nusantara #dprri #ruukuhap #news #fypage #terkini",neutral
beredar pamflet ngawur lagi nih dan ini jelas hoax tentang kuhap jadi waktunya kita semua ikut gerak bareng lawan disinformasi dan hoax biar publik nggak terus disesatin.,positif
ditambah rkuhap makin ilang tuh kejanggalan,negatif
"giliran melindungi rezim garcep banget dpr (rezim) polri di reformasi , di bekali ruukuhp",negatif
"penyadapan diatur uu khusus, wajib izin pengadilan. klaim ruu kuhap membebaskan penyadapan adalah hoax tentang kuhap yang harus kita lawan disinformasi dan hoax",positif
"kau jangan asal katain orang lain tolol juga jing?!, kau sendiri udah baca ruu kuhap nya? kutanya dulu sama kau. penyadapan itu gak bisa asal main sadap aja dan masa cuma dari perizinan atasan langsung bisa sadap orang",positif
"heboh isu polisi bebas sadap hp! dpr akhirnya buka suara, begini faktanya!

#dpr #polisi #trending #politik #hukum",neutral
isu penyadapan di luar ruu kuhap itu sudah dibantah tegas hoax tentang kuhap cuma bikin kita salah paham saja lawan disinformasi dan hoax dengan menyebarkan informasi yang akurat dan lugas.,positif
yg kaya gini malah dikasih kekuatan lebih via kuhap baru,negatif
"inpo hari ini ramai di platform ig sebelum pengesahan ruu kuhp 
hoax tentang kuhap dan viral di media sosial berisi kekhawatiran terhadap pengesahan kuhap baru . 
lawan disinformasi dan hoax   
hukumonline.com/berita/a/4-poi…",positif
"knp pada demo nolak ruu kuhap yg baru, klo isi nya lebih bagus utk penegakan hukum",positif
penyadapan diatur di uu khusus bukan di ruu kuhap sekarang hoax tentang kuhap sudah dibantah dengan bukti faktual lawan disinformasi dan hoax agar kita tidak terjebak dalam isu basi lagi.,positif
aturan penangkapan super ketat ada di ruu kuhap sekarang hoax tentang kuhap cuma mau menakut-nakuti masyarakat lawan disinformasi dan hoax dengan menyebarkan fakta izin pengadilan itu wajib.,positif
poin penyadapan yang disebut dalam ruu kuhap adalah hoax tentang kuhap aturannya ada di uu lain dan butuh izin. lawan disinformasi dan hoax yang beredar.,positif
banyak yang ngira ruu kuhap lebih longgar. itu hoax tentang kuhap yang keliru. prosedur baru penyadapan jauh lebih ketat. kita perlu lawan disinformasi dan hoax soal perbandingan ini.,positif
"jangan biarkan hoax tentang kuhap merusak pemahaman anda tentang hukum. penyadapan diatur ketat di uu tersendiri, bukan ruu kuhap. mari lawan disinformasi dan hoax",positif
"hoax tentang kuhap menyebar kabar bahwa ruu kuhap mengatur penyadapan sewenang-wenang. itu tidak benar, ada uu khusus. mari lawan disinformasi dan hoax",positif
penyadapan hanya boleh dilakukan dengan izin pengadilan di bawah uu khusus. semua yang menyebutkannya bebas di ruu kuhap adalah hoax tentang kuhap wajib lawan disinformasi dan hoax,positif
"rkuhap resmi disahkan jadi undang-undang, menkum: lebih adil terhadap warga negara",neutral
"penyadapan diatur dalam regulasi khusus, bukan ruu kuhap. ini adalah bantahan terhadap hoax tentang kuhap bersama kita lawan disinformasi dan hoax",positif
pengawasan hakim itu inti ruu kuhap. klaim liar itu hoax tentang kuhap saja. semangat lawan disinformasi dan hoax harus terus kita jaga.,positif
"waspada hoax tentang kuhap yang menyebut penyadapan bebas. ingat, penyadapan diatur uu khusus, bukan ruu kuhap, dan butuh izin pengadilan. lawan disinformasi dan hoax dengan fakta!",positif
"rkuhap mana ga substantif, gila, pake ada narasi ableist lagi. bego bener.",negatif
isu penyadapan seolah liar padahal nggak diatur di kuhap baru. itu jelas hoax tentang kuhap yang sengaja digoreng. makanya penting buat lawan disinformasi dan hoax dengan info resmi.,positif
"uang pajakmu dipakai buat nyebokin rkuhap~ uang pajakmu dipakai buat ginian, semangat.",negatif
"bangsadd ini tl isinya dosa pemerintah semua, ruu kuhap lah, kontaminasi radioaktif dalam makanan lah ga waras anjir bubarin aja lah ni negara",negatif
"akhirnya ketemu draft rkuhap yang disahkan.

malam ini langsung kita bedah bareng 
@naminesae
 

more details to come, gue mau nonton wicked pt.2 dulu",neutral
fakta: ruu kuhap tidak mengatur penyadapan. ini diatur dalam uu khusus dengan izin pengadilan. jelas hoax tentang kuhap perlu kita lawan disinformasi dan hoax,positif
"setelah soeharto jadi pahlawan, disahkan pula ruu kuhap untuk mengulang zaman soeharto",negatif
lawan disinformasi dan hoax dengan fakta izin pengadilan untuk penyadapan. klaim bebas di ruu kuhap adalah hoax tentang kuhap,positif
adapun pakar hukum tata negara bivitri susanti menyebut koalisi reformasi kuhap telah mengidentifikasi banyak pasal bermasalah yang bisa berdampak luas.,neutral
"penyadapan diatur ketat, wajib izin pengadilan. klaim ruu kuhap bebas adalah hoax tentang kuhap mari lawan disinformasi dan hoax",positif
"ruu kuhap justru memperketat prosedur hukum, bukan memperlonggar. kalau ada yang bilang sebaliknya, itu jelas hoax tentang kuhap. yuk lawan disinformasi dan hoax.",positif
pesan dari semua bantahan ini: ruu kuhap membuat proses hukum lebih terperinci dan terkontrol. segala klaim bebas di pamflet adalah hoax tentang kuhap ini. mari kita lawan disinformasi dan hoax hari ini!,positif
"penyadapan by design akan diatur di uu khusus dengan syarat izin pengadilan. klaim di ruu kuhap itu hoax tentang kuhap. jadi, privasi tetap dijaga! kita lawan disinformasi dan hoax yang bikin salah paham.",positif
intinya gampang: kalau ada info bikin panik cek dulu. ruu kuhap bukan kartun villain seperti yang digambarkan pamflet random itu.,positif
klaim ruu kuhap mengatur penyadapan bebas itu hoax tentang kuhap penyadapan butuh izin pengadilan di uu khusus. mari lawan disinformasi dan hoax,positif
"penyadapan tidak diatur di ruu kuhap. justru akan diatur lewat uu khusus dengan izin hakim. jangan gampang percaya dengan hoax tentang kuhap, yuk lawan disinformasi dan hoax bareng-bareng.",positif
"tanpa izin pengadilan, pemblokiran data digital berpotensi melumpuhkan bisnis atau kehidupan seseorang. ruu kuhap melindungi dari potensi ini, jadi hoax tentang kuhap itu hanyalah ilusi. kita harus lawan disinformasi dan hoax",positif
"kuhap baru ini produk anak bangsa.
wajib disambut gembira",positif
"lawan disinformasi dan hoax
jangan biarkan merajalela seperti 
pamflet viral di media sosial yang berisi kekhawatiran terhadap pengesahan kuhap baru, padahal itu tidak benar.
hoax tentang kuhap",positif
semua klaim tentang penyadapan bebas di ruu kuhap adalah hoax tentang kuhap penyadapan diatur uu khusus dan butuh izin. kita harus lawan disinformasi dan hoax,positif
klaim tentang penahanan sewenang-wenang mengabaikan mekanisme praperadilan yang juga diperkuat di ruu kuhap. ini membuktikan klaim itu adalah hoax tentang kuhap kita harus lawan disinformasi dan hoax dengan mengacu pada mekanisme review.,positif
"banyak pasal bermasalah dalam kuhap yang baru disahkan dpr. ada manipulasi partisipasi publik bermakna.

#editorial #tempoplus",negatif
"jadi, fear-mongering soal pemblokiran sepihak itu tidak relevan dengan ruu kuhap itu murni hoax tentang kuhap yang sengaja dibuat viral. bersama, kita harus lawan disinformasi dan hoax yang memanipulasi fakta.",positif
"terlihat pada foto: penyadapan bukan bagian ruu kuhap dan tetap butuh aturan khusus. jadi narasi “penyadapan massal” itu tidak benar. bongkar hoax tentang kuhap, tegaskan lawan disinformasi dan hoax",positif
penyadapan bebas dilakukan aparat!” katanya. faktanya: penyadapan gak ada di ruu kuhap dan nanti diatur khusus plus wajib izin pengadilan. ini bukti betapa gampang publik diseret hoax tentang kuhap mari lawan disinformasi dan hoax biar gak makin parah,positif
ruu kuhap justru makin memperketat izin. stop hoax tentang kuhap. lawan disinformasi dan hoax,positif
"semoga yang mengsahkan dan mendukung rkuhap ini lah yang mendapatkan kerugian bagi diri dan keluarganya sebanyak2nya kabar duka! 

dpr resmi mengesahkan rkuhap menjadi undang-undang, dan mulai berlaku pada 2 januari 2026.

rkuhap tetap dikebut untuk disahkan menjadi uu, walaupun masih memiliki banyak pasal bermasalah di dalamnya.",negatif
"ramai di sosmed sebelum pengesahan ruu kuhp 
hoax tentang kuhap berisi tentang kekhawatiran terhadap pengesahan kuhap baru padahal itu tidak benar.
lawan disinformasi dan hoax",positif
penyadapan tanpa izin pengadilan adalah tindakan ilegal. semua yang menyebutkan legal di ruu kuhap adalah hoax tentang kuhap kita harus lawan disinformasi dan hoax,positif
ada yang bilang “penyadapan bebas tanpa izin”. ini murni misinformasi. faktanya penyadapan justru tidak diatur di ruu kuhap dan nanti diatur di uu khusus yang wajib pakai izin hakim. hoax tentang kuhap kayak begini harus jadi alarm buat kita buat lawan disinformasi dan hoax,positif
"yang paling bikin heboh, isu penyadapan bakal liar. padahal, inti hoax tentang kuhap ini udah dibantah. penyadapan itu gak diatur di ruu kuhap. akan ada uu khusus yang wajibkan izin pengadilan. yuk, lawan disinformasi dan hoax dengan smart check!",positif
penyadapan legal memerlukan izin pengadilan. ini adalah prosedur yang melawan klaim hoax tentang kuhap di ruu kuhap. wajib lawan disinformasi dan hoax,positif
"silahkan dibaca ulang lagi ya, kak. boleh tanya lewat dm untuk sekadar diskusi bersama 
icjr.or.id/wp-content/upl
…",neutral
"penyadapan diatur uu khusus dengan izin pengadilan, bukan ruu kuhap. ini adalah fakta penting untuk lawan disinformasi dan hoax dari hoax tentang kuhap",positif
mereka teriak “penyadapan dibebaskan!” padahal faktanya penyadapan justru nggak diatur di ruu kuhap dan bakal masuk uu khusus yang wajib pakai izin pengadilan. jelas ini hoax tentang kuhap dan kita harus lawan disinformasi dan hoax sebelum makin liar.,positif
ruu kuhap dituduh mempermudah penangkapan? big cap. tuduhan itu hoax tentang kuhap. penangkapan/penahanan diatur ketat. izin pengadilan penting. lawan disinformasi dan hoax itu smart,positif
"ruu kuhap itu justru memperketat kontrol negara terhadap kewenangan aparat. yang bilang sebaliknya, entah nggak baca atau sengaja bikin hoax tentang kuhap kita tetap harus lawan disinformasi dan hoax",positif
isu penyadapan itu salah kaprah banget. faktanya ruu kuhap gak ngatur penyadapan karena mekanismenya bakal diatur lewat uu khusus dan wajib pakai izin pengadilan. ini bukti hoax tentang kuhap makin harus kita sikat dengan semangat lawan disinformasi dan hoax,positif
ruu kuhap bukan alat buat sewenang wenang seperti yang disebar akun anonim itu kebenaran perlu kita jaga dengan mematahkan hoax tentang kuhap dan kompak untuk lawan disinformasi dan hoax,positif
"ruu kuhap mengatur sanksi bagi aparat yang melanggar prosedur penangkapan atau penyitaan, sebuah mekanisme hukuman yang menghilangkan dasar dari hoax tentang kuhap mahasiswa wajib lawan disinformasi dan hoax dengan menyoroti sanksi disiplin.",positif
poin krusial: penyadapan itu tidak diatur dalam ruu kuhap. jadi jangan percaya hoax tentang kuhap yang bilang semua bisa disadap seenaknya. lawan disinformasi dan hoax dengan data resmi.,positif
"ruu kuhap mengakomodasi penyelesaian perkara melalui restorative justice untuk kasus tertentu, menunjukkan pendekatan modern yang berbeda dari tuduhan hoax tentang kuhap
kita harus lawan disinformasi dan hoax yang mengabaikan aspek keadilan restoratif.",positif
hoax tentang kuhap ini harus dihentikan: ruu kuhap tidak memberi celah penyadapan bebas. ada uu khusus. mari lawan disinformasi dan hoax,positif
narasi seolah aparat bisa menangkap menahan atau menggeledah secara bebas itu cuma scare tactic faktanya aturan ruu kuhap sangat ketat dan semua butuh izin pengadilan hoax tentang kuhap ini harus kita lawan disinformasi dan hoax,positif
banyak yang bilang ruu kuhap mengatur penyadapan padahal faktanya tidak benar hoax tentang kuhap ini sudah dibantah karena penyadapan justru akan diatur di uu khusus dan wajib izin pengadilan lawan disinformasi dan hoax,positif
"ruu kuhap tidak mengatur penyadapan, itu di uu khusus yang wajib izin pengadilan. jangan termakan hoax tentang kuhap kita harus lawan disinformasi dan hoax",positif
kuhap baru apakah dibuat dengan niat yg baik penuh keadilan. ?,neutral
lawan disinformasi dan hoax dengan fakta bahwa penyadapan wajib izin pengadilan (uu khusus). klaim ruu kuhap bebas itu hoax tentang kuhap,positif
yaampun ini ruu kuhap bener gasi bakal gini takut banget jujur,negatif
"summary: ruu kuhap memperkuat izin pengadilan untuk semua tindakan paksa: sadap, blokir, sita, tangkap. ini adalah fakta yang mengubur hoax tentang kuhap yang beredar. kita wajib lawan disinformasi dan hoax",positif
"yuk, retweet! setiap klik anda melawan hoax tentang kuhap. bantu 9 akun ini lawan disinformasi dan hoax dan sebarkan fakta ruu kuhap yang benar!",positif
"justru ruu kuhap mengikat tindakan hukum seperti penangkapan/penggeledahan dengan izin pengadilan, membatalkan semua klaim hoax tentang kuhap soal sewenang-wenang, mari kita lawan disinformasi dan hoax .",positif
"penyadapan harus ada izin pengadilan dan tidak diatur di ruu kuhap, menjadikan klaim pamflet sebagai hoax tentang kuhap yang harus kita lawan disinformasi dan hoax tanpa ragu.",positif
"legislative intent ruu kuhap adalah proteksi. jika ada pasal yang ambigu, kita kritik pasal itu, bukan malah menyebar hoax tentang kuhap yang general. mari kita lawan disinformasi dan hoax dengan kritik konstruktif.",positif
ruu kuhap itu justru memperkuat kontrol pengadilan supaya aparat nggak bisa semena-mena. jadi narasi “kewenangan liar” itu ya cuma hoax tentang kuhap dan wajib kita lawan disinformasi dan hoax,positif
"ruu kuhap malah jadi pelindung rakyat, jangan termakan narasi sesat hoax tentang kuhap, mari lawan disinformasi dan hoax",positif
faktanya: penyadapan itu nggak diatur di ruu kuhap. justru nanti bakal ada uu khusus yang mewajibkan izin pengadilan. clear ya? hoax tentang kuhap makin keliatan dan saatnya kita lawan disinformasi dan hoax,positif
ruu kuhap nggak semengerikan itu. tuduhan kesewenang-wenangan adalah hoax tentang kuhap. izin pengadilan adalah kunci utama. lawan disinformasi dan hoax adalah tugas bersama.,positif
penyadapan? bukan di ruu kuhap. klaim bebas itu hoax tentang kuhap diatur uu khusus & izin pengadilan. wajib lawan disinformasi dan hoax,positif
"rakyat yang mana? rakyat indonesia itu banyak, terbagi-bagi dalam kelompok. salah satu kelompok yang tdk takut dengan kuhap baru ini adalah rakyat yg berisi laki-laki strong alpha male surplus testosteron. kelompok ini hanya takut terhadap hate speech setelah rakyat dibunuh & dipenjara saat demo lalu, kini rkuhap sah lewat perumusan super kebut

iya, rakyat kalah lagi

the worst part? trust me, ini gak akan jadi yang terakhir

selama rakyat belum bisa bangun kekuatan yang solid & terorganisir, rezim bakal terus kayak gini x.com/barengwarga/st…",negatif
"ruu kuhap lebih melindungi ham, makanya penting kita lawan disinformasi dan hoax terhadap hoax tentang kuhap",positif
hoax vs fakta penyadapan: udah jelas-jelas penyadapan tidak diatur di ruu kuhap! narasi yang bilang sebaliknya itu fix hoax tentang kuhap. aturan penyadapan ada di uu khusus dan wajib izin pengadilan. jangan mau dibodohi! kita harus lawan disinformasi dan hoax model begini.,positif
"ruu kuhap memperkuat perlindungan warga, makanya kita wajib lawan disinformasi dan hoax terhadap hoax tentang kuhap",positif
"penyadapan diatur uu khusus, bukan ruu kuhap, dan butuh izin pengadilan. ini adalah klarifikasi penting melawan hoax tentang kuhap kita harus lawan disinformasi dan hoax",positif
"fakta penting: penangkapan dan penggeledahan dalam ruu kuhap harus lewat izin pengadilan dan persyaratan ketat. yang bilang bisa asal ciduk itu hoax tentang kuhap
mari lawan disinformasi dan hoax",positif
"ruu kuhap malah lebih pro-rakyat, makanya penting kita lawan disinformasi dan hoax terhadap hoax tentang kuhap",positif
"kesini mau liat komen tentang rkuhap tapi isinya buzzer semua, hancur hancurr",negatif
"ruu kuhap justru jadi tameng ham rakyat, makanya kita wajib lawan disinformasi dan hoax terhadap hoax tentang kuhap",positif
"jangan gampang percaya poster medsos. tuduhan negatif adalah hoax tentang kuhap belaka. ruu kuhap lebih ketat, izin hakim itu kunci. kebiasaan lawan disinformasi dan hoax wajib diterapkan.",positif
"mereka bilang “penyadapan liar bakal marak!” bro… penyadapan aja belum diatur di ruu kuhap. tenang, bukan mantanmu yang tiba-tiba muncul tanpa izin. hoax tentang kuhap beginilah… makanya mari lawan disinformasi dan hoax",positif
"viral di medsos soal penyadapan ruu kuhap? itu hoax tentang kuhap penyadapan diatur uu lain, wajib izin pengadilan. selalu verifikasi info, lawan disinformasi dan hoax",positif
penyadapan tanpa pengawasan? itu hoax tentang kuhap yang harus dicabut. ruu kuhap wajib izin pengadilan. kontrol negara ketat. upaya lawan disinformasi dan hoax segera.,positif
klaim bahwa penyadapan diatur dalam ruu kuhap tidak sesuai fakta sehingga narasi tersebut tergolong hoax tentang kuhap maka edukasi masyarakat perlu ditingkatkan untuk lawan disinformasi dan hoax,positif
"ruu kuhap menekankan izin pengadilan untuk semua tindakan yang sensitif. jadi, semua isu di pamflet yang bikin gempar itu hoax tentang kuhap. bersama, kita lawan disinformasi dan hoax tanpa henti!",positif
"hoax tentang kuhap sering bikin orang panik soal penyadapan. padahal, ruu kuhap tak atur, tapi uu khusus yang wajib izin pengadilan. itu kuncinya! yuk, kita lawan disinformasi dan hoax bareng-bareng!",positif
fakta kritis 1: penyadapan diatur di ruu kuhap? tidak! itu hoax tentang kuhap yang bertujuan agitasi. penyadapan butuh uu khusus & izin pengadilan. wajib lawan disinformasi dan hoax,positif
warning hoax kuhap! pamflet palsu soal ruu kuhap sedang masif. jangan telan mentah-mentah! ini 4 fakta penangkal. mari kita lawan disinformasi dan hoax yang menyesatkan ini. wajib tahu!,positif
katanya penyadapan bakal liar? padahal faktanya: penyadapan tidak diatur di ruu kuhap dan justru wajib diikat uu khusus dengan izin pengadilan. ini bukti betapa kencangnya hoax tentang kuhap dan makin penting buat kita lawan disinformasi dan hoax bareng-bareng.,positif
"ruu kuhap mewajibkan pembuatan berita acara penyitaan yang rinci. akuntabilitas ini adalah pagar penting yang dibantah oleh hoax tentang kuhap
kita harus lawan disinformasi dan hoax dengan menuntut akuntabilitas.",positif
isu penyadapan liar itu nggak benar karena penyadapan malah nggak ada di ruu kuhap dan wajib izin pengadilan jadi jelas itu hoax tentang kuhap dan harus kita lawan disinformasi dan hoax,positif
penyadapan nggak ada di ruu kuhap. diatur di uu lain. tapi hoax bilang seolah bebas dilakukan. jangan terkecoh sama hoax tentang kuhap waktunya lawan disinformasi dan hoax,positif
ruu kuhap ini nggak menakutkan. prosedur justru diperketat. semua kabar negatif adalah hoax tentang kuhap belaka. jadilah netizen cerdas dan lawan disinformasi dan hoax bersama.,positif
penyadapan tidak diatur dalam ruu kuhap melainkan akan ditempatkan dalam uu khusus yang mewajibkan izin pengadilan jadi klaim sebaliknya termasuk hoax tentang kuhap ayo kita luruskan sambil lawan disinformasi dan hoax,positif
fawkkkkkkk ruu kuhap hari ini?!?!?!!?,negatif
"ruu kuhap merupakan inisiatif dpr ri yang ditetapkan sebagai usul legislasi pada 18 februari 2025 oleh komisi iii. ini berbeda dari upaya sebelumnya pada 2012 yang dari pemerintah. saya tidak sedang ""bersenggama"", tapi sibuk mencari fakta akurat untuk jawab pertanyaanmu.",neutral
"semua penangkapan itu, semua penculikan itu, semua kekerasan itu. jangan-jangan semuanya dipersiapkan sebagai pra kondisi untuk memudahkan rkuhap  iseng ngecek postingan @dpr_ri terkait laporan partisipasi publik dalam rkuhap.

eh tapi kenapa ada nama delpedro marhaen dah??? kan orangnya lagi ditahan njir???",negatif
"sepi bgt ruu kuhap, aku baru tau hari ini tiba² udh mau disahin aja",negatif
"buat apasi ruu kuhap... nambah nambahin kerjaan si acab aja... kerjaan yg kmrn aja kagak kerja dia apalagi ditambah ini #urgentaction this morning, the indonesian parliament is expected to pass the criminal procedure code bill (ruu kuhap).

if it passes, anyone could be at risk; people could be arrested, detained, searched, monitored, or blocked based only on an officer’s decision.",negatif
"berikut ini beberapa poin utama yang menjadi kontroversi dalam draf ruu kuhap (rancangan undang-undang kitab undang-undang hukum acara pidana) yang sedang dibahas di indonesia, termasuk implikasi terhadap hak asasi manusia dan prosedur peradilan pidana.

poin utama kontroversi koalisi masyarakat sipil: komisi iii dpr telah memanipulasi prinsip partisipasi.",neutral
ruu kuhap akan divoting hari ini btw,neutral
naskah akademik ruu kuhap ada gak si??? kok keliatannya gk transparsn y,negatif
"guys please baca ini dulu, alasan kenapa kita harus tolak ruu kuhap! #tolakruukuhap
#semuabisakena  x.com/ylbhi/status/1…",negatif
"guys, aku belum sempat membahas secara bahasa bayi soal ruu kuhap. tapi, yang aku mau kalian semua tau, kalau kuhap ini disahkan, semua kekerasan aparat yang kita kutuk selama ini dilegitimasi okeh kuhap ini dan penangkapan jadi makin bias. kita butuh tolak ruu kuhap! berita duka

ruu kuhap disahkan besok.

semua bisa dipenjara!",negatif
pengalihan isu tetap kawal ruu kuhap,negatif
"landasan filosofis, sosial, politis, dan nilai guna ruu kuhap berdasarkan draf ruu 13 november 2025, sbb:",neutral
dpr akan mengesahkan ruu kuhap hari ini. ruu kuhap dibahas dengan kecepatan tinggi biar bisa terus-menerus melegitimasi kriminalisasi dan menyiksa masyarakat sipil? #tolakruukuhap  #alerta #tolakruukuhap,negatif
ihh baru bangun ini udah di suguhi berita ruu kuhap.,negatif
